plot_id,x,y,project_id,Strata
936,1653240,2484840,3130,99
941,-1957350,1740450,3130,99
946,-1981170,1858170,3130,99
951,691800,2031660,3130,99
956,-258690,2388060,3130,99
961,-143850,547200,3130,99
966,359400,2030550,3130,99
971,986610,1189740,3130,99
976,1049160,1950390,3130,99
981,-562200,2638260,3130,99
986,1483530,1425870,3130,99
991,-751620,2569470,3130,99
996,1300500,611130,3130,99
1001,-1049580,1132860,3130,99
1006,657510,1272360,3130,99
1011,-211350,1889430,3130,99
1016,-473670,2021250,3130,99
1021,-782280,2531430,3130,99
1026,-1502940,1981770,3130,99
1031,-1817250,2532630,3130,99
1036,-439860,2336730,3130,99
1041,718110,1396320,3130,99
1046,-921360,1712340,3130,99
1051,405810,2032260,3130,99
1056,117480,2577120,3130,99
1061,-665670,2600910,3130,99
1066,-1922640,2737440,3130,99
1071,-1656060,2656560,3130,99
1076,-464010,1187730,3130,99
1081,-134100,1920000,3130,99
1086,-741750,909840,3130,99
1091,-1061640,1612770,3130,99
1096,455820,1286250,3130,99
1101,1458300,2016960,3130,99
1106,784140,2067750,3130,99
1111,1758540,2056650,3130,99
1116,-1503990,2019810,3130,99
1121,-312090,663420,3130,99
1126,-996720,1657860,3130,99
1131,-1738800,2493000,3130,99
1136,1298040,856260,3130,99
1141,-586320,1651260,3130,99
1146,-1208010,2857410,3130,99
1151,-1176930,1338480,3130,99
1156,-133920,2801880,3130,99
1161,-274020,2425410,3130,99
1166,1086510,1347870,3130,99
1171,-1610970,3063360,3130,99
1176,1685490,1671480,3130,99
1181,-107160,2831880,3130,99
1186,432960,1181700,3130,99
1191,-1779300,1763910,3130,99
1196,-2182590,1851180,3130,99
1201,365640,1014990,3130,99
1206,-1238280,1672290,3130,99
1211,1688580,2476860,3130,99
1216,1539360,557280,3130,99
1221,-855690,998880,3130,99
1226,-644580,1357320,3130,99
1231,1113210,2070630,3130,99
1236,-1863240,2199180,3130,99
1241,-1086540,1186860,3130,99
1246,390960,2385960,3130,99
1251,-1977000,1428240,3130,99
1256,-1873260,2662890,3130,99
1261,200610,871260,3130,99
1266,68160,2032200,3130,99
1271,-1312230,1707690,3130,99
1276,-813270,1976340,3130,99
1281,65340,787290,3130,99
1286,-30630,1854570,3130,99
1291,1724580,1579530,3130,99
1296,-241920,2277870,3130,99
1301,-1794900,2845650,3130,99
1306,-1736550,3095850,3130,99
1311,-1322790,1616040,3130,99
1316,1599330,1978140,3130,99
1321,-611160,1541850,3130,99
1326,694500,1410210,3130,99
1331,903870,2436090,3130,99
1336,-827970,2053620,3130,99
1341,1302990,1064850,3130,99
1346,-268800,2585640,3130,99
1351,-1400460,2727330,3130,99
1356,-432360,1624200,3130,99
1361,-519360,1040070,3130,99
1366,-617940,1062780,3130,99
1371,-2052600,2582700,3130,99
1376,-1409340,1584480,3130,99
1381,419790,2222490,3130,99
1386,320460,1835520,3130,99
1391,-872880,2168280,3130,99
1396,748590,2347050,3130,99
1401,-660990,968490,3130,99
1406,-2041380,2194320,3130,99
1411,1226580,1428570,3130,99
1416,-800700,1586130,3130,99
1421,-1686420,2330040,3130,99
1426,-267180,879870,3130,99
1431,434610,1107660,3130,99
1436,-549300,2715360,3130,99
1441,-568230,2663040,3130,99
1446,-1187100,1542540,3130,99
1451,-194670,1369500,3130,99
1456,-223560,2071950,3130,99
1461,120270,1222140,3130,99
1466,-116400,2407680,3130,99
1471,1355730,801960,3130,99
1476,-1595820,2188080,3130,99
1481,-1879980,2334870,3130,99
1486,2138460,2318280,3130,99
1491,499860,1824240,3130,99
1496,-723510,1746240,3130,99
1501,951750,2383650,3130,99
1506,-679620,2819340,3130,99
1511,-541410,1578330,3130,99
1516,-758760,2189880,3130,99
1521,-448710,2165790,3130,99
1526,-1943130,1279140,3130,99
1531,-985410,2732730,3130,99
1536,-1779870,2738700,3130,99
1541,-2049780,1806480,3130,99
1546,87180,1063770,3130,99
1551,150630,1465290,3130,99
1556,-1191180,2673240,3130,99
1561,716880,1705620,3130,99
1566,1799280,2081760,3130,99
1571,-1558440,2292270,3130,99
1576,-1067580,1216920,3130,99
1581,-389940,2214630,3130,99
1586,1177260,2153610,3130,99
1591,-1981080,3020160,3130,99
1596,-1265820,2593020,3130,99
1601,-183030,850800,3130,99
1606,-1194150,2856930,3130,99
1611,-2137320,1917720,3130,99
1616,38760,723690,3130,99
1621,-140310,2836020,3130,99
1626,-742740,1175730,3130,99
1631,-1265760,2160000,3130,99
1636,-1426860,2120580,3130,99
1641,1981380,2525820,3130,99
1646,143490,1559580,3130,99
1651,-1625160,1606770,3130,99
1656,-916800,2748210,3130,99
1661,-1902060,2451180,3130,99
1666,-1212840,1122420,3130,99
1671,203580,2187120,3130,99
1676,228600,1200630,3130,99
1681,-1869330,2944380,3130,99
1686,855630,2069100,3130,99
1691,-842190,2463150,3130,99
1696,-2002080,1475010,3130,99
1701,-1611390,1386870,3130,99
1706,1717200,2284890,3130,99
1711,716580,894420,3130,99
1716,-77130,1014630,3130,99
1721,-22350,2874180,3130,99
1726,-399510,1159530,3130,99
1731,1216560,2128890,3130,99
1736,-2122620,1651650,3130,99
1741,-8580,989130,3130,99
1746,1601130,2483670,3130,99
1751,-220470,690390,3130,99
1756,-396930,2789460,3130,99
1761,-972330,2575350,3130,99
1766,-2152380,2484990,3130,99
1771,-2084490,1888590,3130,99
1776,929220,947220,3130,99
1781,1073730,1609530,3130,99
1786,-358260,824730,3130,99
1791,674730,854250,3130,99
1796,1133250,1276860,3130,99
1801,1393860,2196450,3130,99
1806,-535620,2514120,3130,99
1811,815370,1558200,3130,99
1816,-1885230,3043680,3130,99
1821,1595370,2400840,3130,99
1826,801900,2398860,3130,99
1831,117930,2838150,3130,99
1836,788850,1038570,3130,99
1841,-210810,1039980,3130,99
1846,-808080,1404210,3130,99
1851,662820,1873710,3130,99
1856,-1873200,2933850,3130,99
1861,-1911540,2589690,3130,99
1866,244200,2103720,3130,99
1871,-1919640,2635830,3130,99
1876,-445320,827250,3130,99
1881,1505100,2279910,3130,99
1886,-1308720,1712730,3130,99
1891,-1723500,2655840,3130,99
1896,1470180,1699710,3130,99
1901,969300,1044690,3130,99
1906,596490,2589420,3130,99
1911,-126990,2698020,3130,99
1916,219360,842880,3130,99
1921,-1786320,2854110,3130,99
1926,1029840,1378920,3130,99
1931,1730790,2647680,3130,99
1936,-827760,2378250,3130,99
1941,-883200,2643270,3130,99
1946,-485850,2899980,3130,99
1951,579900,1706940,3130,99
1956,-351930,1663950,3130,99
1961,141690,927180,3130,99
1966,236160,1007730,3130,99
1971,689430,2463480,3130,99
1976,932850,1199220,3130,99
1981,-1122420,2180460,3130,99
1986,-1490580,1685460,3130,99
1991,-460200,2559240,3130,99
1996,-1967490,1895340,3130,99
2001,-1464600,2857080,3130,99
2006,-1136040,1988190,3130,99
2011,-1438140,1687410,3130,99
2016,-1858260,1780770,3130,99
2021,-84180,734400,3130,99
2026,-1280730,2403000,3130,99
2031,-356670,1454850,3130,99
2036,-1686870,2178480,3130,99
2041,-1301190,2756730,3130,99
2046,760710,1512660,3130,99
2051,-574050,1101270,3130,99
2056,-694650,2328390,3130,99
2061,1466970,766020,3130,99
2066,933120,1718130,3130,99
2071,618360,2560140,3130,99
2076,-1053060,1851180,3130,99
2081,-102570,874950,3130,99
2086,-1800120,1267320,3130,99
2091,371100,837420,3130,99
2096,-190260,1057950,3130,99
2101,1650450,1754070,3130,99
2106,1413720,277140,3130,99
2111,-755520,1439880,3130,99
2116,-1641150,3024240,3130,99
2121,-1596480,1625640,3130,99
2126,1643580,1472280,3130,99
2131,-975570,1050900,3130,99
2136,88230,2007390,3130,99
2141,1388430,647220,3130,99
2146,-665490,970860,3130,99
2151,1072560,1433970,3130,99
2156,2130,2196120,3130,99
2161,-1216800,1520520,3130,99
2166,-1793070,2035560,3130,99
2171,620520,2799060,3130,99
2176,97230,1909050,3130,99
2181,-1056180,2829540,3130,99
2186,342420,1626270,3130,99
2191,927360,1297170,3130,99
2196,638340,2075070,3130,99
2201,-718080,1854270,3130,99
2206,-1398330,2421210,3130,99
2211,-979350,1273560,3130,99
2216,-314040,516420,3130,99
2221,-130350,2807820,3130,99
2226,-2269770,2580180,3130,99
2231,-1781700,1786560,3130,99
2236,-1433580,1108170,3130,99
2241,-1444200,2747550,3130,99
2246,1427880,822390,3130,99
2251,-1171380,2073660,3130,99
2256,342210,789270,3130,99
2261,-37890,2817390,3130,99
2266,1558560,2450580,3130,99
2271,1449150,757230,3130,99
2276,-1425690,2260590,3130,99
2281,-1922070,2436780,3130,99
2286,-1762800,1859730,3130,99
2291,2038200,2954940,3130,99
2296,-1837500,2822430,3130,99
2301,1373820,881310,3130,99
2306,1767720,2583270,3130,99
2311,-150360,393330,3130,99
2316,845010,2235900,3130,99
2321,1008960,2011380,3130,99
2326,417690,1170690,3130,99
2331,2083890,2372760,3130,99
2336,152910,2129400,3130,99
2341,1434150,1336680,3130,99
2346,-1092090,2354190,3130,99
2351,-342000,2640390,3130,99
2356,1317570,1833960,3130,99
2361,-1878390,1988460,3130,99
2366,1003440,2149860,3130,99
2371,973920,2274990,3130,99
2376,176610,2040630,3130,99
2381,-1244340,1933950,3130,99
2386,435390,2258220,3130,99
2391,-198570,574410,3130,99
2396,352560,2466960,3130,99
2401,275460,2525280,3130,99
2406,-132870,468810,3130,99
2411,-131310,2778420,3130,99
2416,132660,1753680,3130,99
2421,382260,1424160,3130,99
2426,610290,2192520,3130,99
2431,-2107860,1784040,3130,99
2436,-1554690,2259600,3130,99
2441,465330,1027290,3130,99
2446,613980,1243290,3130,99
2451,-1344750,1827060,3130,99
2456,-1713510,1246620,3130,99
2461,-531030,2488440,3130,99
2466,-1504650,1962870,3130,99
2471,-571680,1303800,3130,99
2476,-1915890,1562490,3130,99
2481,1263210,2041860,3130,99
2486,1507950,2177130,3130,99
2491,-565260,2858490,3130,99
2496,-499950,2279010,3130,99
2501,1543440,1998240,3130,99
2506,-1805340,1476990,3130,99
2511,-2123400,1751400,3130,99
2516,1551210,2364660,3130,99
2521,1069920,2411940,3130,99
2526,496050,829740,3130,99
2531,716400,2616870,3130,99
2536,-1312770,1691160,3130,99
2541,-1939440,1911420,3130,99
2546,678450,2364750,3130,99
2551,855360,1100490,3130,99
2556,-1083930,1476990,3130,99
2561,1413570,774780,3130,99
2566,-1981230,2660370,3130,99
2571,534990,1787340,3130,99
2576,189150,1275510,3130,99
2581,969750,1802490,3130,99
2586,1145850,1672740,3130,99
2591,880230,869550,3130,99
2596,1427760,2011680,3130,99
2601,-1543620,1836240,3130,99
2606,-609750,2773290,3130,99
2611,-1203870,2330730,3130,99
2616,-653340,965070,3130,99
2621,1290960,1730880,3130,99
2626,-1713480,2491980,3130,99
2631,787020,2172090,3130,99
2636,-392010,2585070,3130,99
2641,538770,1995540,3130,99
2646,-766890,2226690,3130,99
2651,-1385640,2685180,3130,99
2656,351510,987270,3130,99
2661,554430,1212450,3130,99
2666,808170,2064060,3130,99
2671,553950,1845000,3130,99
2676,921000,2263620,3130,99
2681,-1654020,1759800,3130,99
2686,-1834800,2459850,3130,99
2691,-422340,2186820,3130,99
2696,-322500,2620770,3130,99
2701,119550,2674950,3130,99
2706,-146400,542610,3130,99
2711,-308970,1787100,3130,99
2716,-195450,2726730,3130,99
2721,1244850,816750,3130,99
2726,-193170,2539680,3130,99
2731,991890,928890,3130,99
2736,-967140,2047800,3130,99
2741,-598080,1344420,3130,99
2746,132780,2573670,3130,99
2751,1054200,2409270,3130,99
2756,854640,1822200,3130,99
2761,556560,1302660,3130,99
2766,-1985130,2794680,3130,99
2771,-727740,980130,3130,99
2776,-475830,2804400,3130,99
2781,-704610,2587440,3130,99
2786,-924360,2495190,3130,99
2791,1419990,1129350,3130,99
2796,469230,1121250,3130,99
2801,1524270,1355010,3130,99
2806,-1103820,2496780,3130,99
2811,-513600,2287380,3130,99
2816,-2021190,1594500,3130,99
2821,-2189790,2612070,3130,99
2826,-2019210,2206650,3130,99
2831,-933720,1703610,3130,99
2836,269340,1122600,3130,99
2841,-227550,360360,3130,99
2846,-108660,1684590,3130,99
2851,101310,813390,3130,99
2856,472500,1116300,3130,99
2861,4500,2714130,3130,99
2866,-1560180,2882460,3130,99
2871,868530,1485270,3130,99
2876,830880,1582680,3130,99
2881,-157260,2017710,3130,99
2886,-286530,1223370,3130,99
2891,-1829040,2866500,3130,99
2896,136170,2734590,3130,99
2901,280140,1922430,3130,99
2906,129300,1979280,3130,99
2911,-433950,2111400,3130,99
2916,-1658160,2275740,3130,99
2921,-591000,2800950,3130,99
2926,-1367880,1023900,3130,99
2931,-624390,1535610,3130,99
2936,-1727670,2481570,3130,99
2941,582600,771540,3130,99
2946,861900,2149500,3130,99
2951,493950,1687410,3130,99
2956,-602970,2021490,3130,99
2961,1315920,728040,3130,99
2966,-1157460,1998540,3130,99
2971,-2173710,2541150,3130,99
2976,-816150,2772030,3130,99
2981,-1459050,1451370,3130,99
2986,-965100,1326030,3130,99
2991,195540,1740960,3130,99
2996,-259350,778470,3130,99
3001,632490,2511660,3130,99
3006,854730,2579970,3130,99
3011,-1793490,2340990,3130,99
3016,1444440,1727550,3130,99
3021,-2101920,1713360,3130,99
3026,-964440,1357320,3130,99
3031,-661050,1435200,3130,99
3036,1284000,1497540,3130,99
3041,614040,1054320,3130,99
3046,-2228640,2099670,3130,99
3051,1625430,1868220,3130,99
3056,469860,721230,3130,99
3061,-1966020,2996670,3130,99
3066,-314190,1888620,3130,99
3071,604380,1395060,3130,99
3076,-549210,1923900,3130,99
3081,873780,2219130,3130,99
3086,-1039830,2260350,3130,99
3091,1463460,2116440,3130,99
3096,-675990,1635240,3130,99
3101,-1889100,2351250,3130,99
3106,-1228020,2166210,3130,99
3111,-791250,2878590,3130,99
3116,234480,1813200,3130,99
3121,-2092050,3119250,3130,99
3126,-1746690,1646520,3130,99
3131,1617390,1751760,3130,99
3136,-1592820,1848990,3130,99
3141,-1478040,1368360,3130,99
3146,1218450,1809390,3130,99
3151,-1898640,1263960,3130,99
3156,-789240,1609380,3130,99
3161,49500,1106430,3130,99
3166,2008050,2690520,3130,99
3171,-1085550,2547660,3130,99
3176,-767190,2769480,3130,99
3181,-515100,770910,3130,99
3186,712110,2439060,3130,99
3191,-1273410,1254480,3130,99
3196,-956160,2919390,3130,99
3201,-436200,1119420,3130,99
3206,-550560,1738260,3130,99
3211,-1892550,1312890,3130,99
3216,969030,1277460,3130,99
3221,-1566300,2940120,3130,99
3226,-1824120,1416000,3130,99
3231,1949760,2751510,3130,99
3236,92970,794760,3130,99
3241,732330,2675190,3130,99
3246,-672150,2778330,3130,99
3251,-1266450,2728290,3130,99
3256,1357200,904800,3130,99
3261,-275520,443550,3130,99
3266,-93540,2239710,3130,99
3271,-78660,1828800,3130,99
3276,-1504830,2827560,3130,99
3281,-1052580,2053620,3130,99
3286,1209420,2016000,3130,99
3291,-455790,1481880,3130,99
3296,1374690,1146120,3130,99
3301,-1088610,1701300,3130,99
3306,-1194450,2886660,3130,99
3311,1446240,1744710,3130,99
3316,881910,2447400,3130,99
3321,-900930,1205190,3130,99
3326,-1782450,2263110,3130,99
3331,-1695660,1689090,3130,99
3336,-1203030,1040910,3130,99
3341,86520,2609460,3130,99
3346,389160,2568300,3130,99
3351,1263600,1872120,3130,99
3356,-314280,718920,3130,99
3361,146490,2161260,3130,99
3366,-2132040,1774650,3130,99
3371,-931080,1179300,3130,99
3376,800610,1452720,3130,99
3381,1311720,1719480,3130,99
3386,-1749330,2914080,3130,99
3391,-1236720,2088270,3130,99
3396,353970,1601490,3130,99
3401,-626100,823500,3130,99
3406,-222150,2521410,3130,99
3411,-1243380,1213740,3130,99
3416,-1285740,2551020,3130,99
3421,-1559700,2593830,3130,99
3426,-2162280,1642290,3130,99
3431,-2089110,2360220,3130,99
3436,-2197230,2527110,3130,99
3441,-1641330,1462560,3130,99
3446,-513810,1162500,3130,99
3451,197340,2134950,3130,99
3456,-297990,1848270,3130,99
3461,-1115790,1958760,3130,99
3466,840,783390,3130,99
3471,-1885950,2157000,3130,99
3476,-1424310,2421210,3130,99
3481,787410,2389350,3130,99
3486,831690,2130570,3130,99
3491,-175560,1309740,3130,99
3496,-763410,1258590,3130,99
3501,-297660,1907520,3130,99
3506,1400430,2415450,3130,99
3511,0,2516910,3130,99
3516,-323190,837360,3130,99
3521,1169610,2155170,3130,99
3526,-2058120,1785660,3130,99
3531,-5430,2352780,3130,99
3536,459870,1393560,3130,99
3541,-748560,2135130,3130,99
3546,-881370,2774520,3130,99
3551,41940,2751810,3130,99
3556,-998250,1292160,3130,99
3561,-1945740,2037870,3130,99
3566,660960,718440,3130,99
3571,-1891500,2667060,3130,99
3576,-1353270,2150820,3130,99
3581,-2192430,1776060,3130,99
3586,-2139150,1795920,3130,99
3591,138540,865980,3130,99
3596,-1617360,2907060,3130,99
3601,-2208240,1935120,3130,99
3606,-1412220,2561880,3130,99
3611,105090,2360010,3130,99
3616,-1032240,2864160,3130,99
3621,1334100,2240130,3130,99
3626,-2128080,2808810,3130,99
3631,-465840,2720910,3130,99
3636,-151170,2300910,3130,99
3641,1224810,1859160,3130,99
3646,-592710,2379450,3130,99
3651,1910610,2252250,3130,99
3656,1650000,2251170,3130,99
3661,-1024320,2946990,3130,99
3666,-2160630,2695170,3130,99
3671,197940,2291490,3130,99
3676,1316910,1409550,3130,99
3681,-1213710,1934850,3130,99
3686,-1464240,1262730,3130,99
3691,-755490,2863770,3130,99
3696,-559080,2493480,3130,99
3701,-1039140,2407170,3130,99
3706,-593940,1548510,3130,99
3711,1777980,2449170,3130,99
3716,-1514220,2611860,3130,99
3721,-885330,1204740,3130,99
3726,-87390,2326260,3130,99
3731,554940,2038200,3130,99
3736,1283040,2160480,3130,99
3741,1298430,1996170,3130,99
3746,961590,1596150,3130,99
3751,63990,1979610,3130,99
3756,-1975890,2385390,3130,99
3761,-1151610,1423320,3130,99
3766,-1976250,2699370,3130,99
3771,-706590,937260,3130,99
3776,-784860,997170,3130,99
3781,-2215410,1583280,3130,99
3786,1095660,971310,3130,99
3791,1692930,2441670,3130,99
3796,-1076100,2765700,3130,99
3801,-631770,2561310,3130,99
3806,417570,2293980,3130,99
3811,-1925850,3098070,3130,99
3816,923190,2569650,3130,99
3821,-2027190,2837040,3130,99
3826,629820,2049450,3130,99
3831,-985410,1214040,3130,99
3836,513060,2021610,3130,99
3841,-2162280,2452440,3130,99
3846,-1623360,1853580,3130,99
3851,263700,2385630,3130,99
3856,856680,1888200,3130,99
3861,-1778190,1818720,3130,99
3866,-915120,2720070,3130,99
3871,-2047860,2055720,3130,99
3876,745590,2661420,3130,99
3881,199170,1822530,3130,99
3886,-2168040,1804590,3130,99
3891,1103400,1512360,3130,99
3896,2016150,2547930,3130,99
3901,-148350,2242230,3130,99
3906,1189770,1964610,3130,99
3911,-1673580,1662990,3130,99
3916,-1627470,2957580,3130,99
3921,529470,1657020,3130,99
3926,963570,1761360,3130,99
3931,1496430,2110260,3130,99
3936,762420,2413980,3130,99
3941,-1875090,2919960,3130,99
3946,1826730,2481000,3130,99
3951,264810,1193760,3130,99
3956,578190,1469190,3130,99
3961,-987750,1351740,3130,99
3966,457020,1047210,3130,99
3971,-1615020,1420410,3130,99
3976,974550,1685370,3130,99
3981,-843030,1068420,3130,99
3986,-1137270,2116710,3130,99
3991,299250,2769150,3130,99
3996,-696630,2181300,3130,99
4001,-944490,1946220,3130,99
4006,-913590,2848650,3130,99
4011,-605130,1318710,3130,99
4016,404940,2381520,3130,99
4021,646740,2295210,3130,99
4026,646320,1643400,3130,99
4031,640320,1659870,3130,99
4036,1114740,1712490,3130,99
4041,1630110,2612370,3130,99
4046,1632900,1798260,3130,99
4051,-960750,1822620,3130,99
4056,581820,722940,3130,99
4061,-196890,1520370,3130,99
4066,-764970,1823370,3130,99
4071,-782190,1491180,3130,99
4076,-87030,2272800,3130,99
4081,-1913730,2820210,3130,99
4086,-311940,2514750,3130,99
4091,703440,2519220,3130,99
4096,-913620,2920080,3130,99
4101,820260,1743180,3130,99
4106,1420200,2380410,3130,99
4111,566610,1300440,3130,99
4116,-193920,1284390,3130,99
4121,778110,2382120,3130,99
4126,-53610,1402290,3130,99
4131,-653550,1649430,3130,99
4136,-1511100,1241910,3130,99
4141,1525230,2170050,3130,99
4146,1327170,1517190,3130,99
4151,-204060,2092140,3130,99
4156,200280,2007720,3130,99
4161,1230960,959730,3130,99
4166,1454100,283260,3130,99
4171,1342410,547560,3130,99
4176,1566810,1715700,3130,99
4181,-237360,2102700,3130,99
4186,1355130,1821090,3130,99
4191,-1719630,2744340,3130,99
4196,-1208460,1740270,3130,99
4201,-316260,514110,3130,99
4206,314370,1816710,3130,99
4211,-1697430,1387140,3130,99
4216,-1381500,2470650,3130,99
4221,-539520,2253450,3130,99
4226,-803310,2318340,3130,99
4231,26400,2247240,3130,99
4236,596430,2778120,3130,99
4241,1603350,1942650,3130,99
4246,-756480,2839320,3130,99
4251,298710,2461680,3130,99
4256,-933930,1708230,3130,99
4261,-1593630,1554900,3130,99
4266,825420,1708710,3130,99
4271,-215460,2354880,3130,99
4276,578520,2639070,3130,99
4281,1250760,1241760,3130,99
4286,-893940,2873280,3130,99
4291,-1632900,1907880,3130,99
4296,392790,943920,3130,99
4301,125100,766020,3130,99
4306,-1249320,1607280,3130,99
4311,-1738500,2949990,3130,99
4316,814650,2470920,3130,99
4321,-98130,2062530,3130,99
4326,-842790,1545060,3130,99
4331,-60210,1645200,3130,99
4336,142980,2727630,3130,99
4341,400500,1983180,3130,99
4346,-644160,1006410,3130,99
4351,-838710,980670,3130,99
4356,499170,1258890,3130,99
4361,-932460,1210590,3130,99
4366,222180,2391180,3130,99
4371,856710,1990890,3130,99
4376,-800130,1494510,3130,99
4381,-1771080,3097200,3130,99
4386,894090,2613300,3130,99
4391,-1488540,2465880,3130,99
4396,228390,2678580,3130,99
4401,-222420,2414760,3130,99
4406,-2047530,2897370,3130,99
4411,767340,2510100,3130,99
4416,-178530,1778910,3130,99
4421,-796320,1387860,3130,99
4426,-217080,2199720,3130,99
4431,-1439130,2002890,3130,99
4436,63120,1664280,3130,99
4441,-2097510,2090760,3130,99
